"y","a","b","c","d","e"
122,0,124,0,9248,6
98,0,115,1,8155,13
131,0,112,1,1648,16
102,0,123,1,5934,20
122,0,126,1,11569,2
109,0,116,0,11797,2
120,0,109,1,9249,6
109,0,113,1,1649,16
131,0,117,0,10110,9
109,0,110,0,10793,10
120,0,109,1,1650,16
109,0,111,0,5031,21
92,0,125,1,6968,8
120,1,116,1,5502,20
98,0,108,1,10791,10
142,0,107,1,3066,4
62,0,120,1,3064,4
109,1,117,0,5211,21
122,0,131,0,10794,10
120,0,111,1,1651,16
102,0,126,1,7491,19
92,0,120,1,5935,20
109,0,113,1,10107,9
109,0,114,0,3710,14
98,0,118,0,2955,4
92,0,129,0,5936,20
82,0,128,0,780,5
102,0,125,1,10111,9
120,0,114,0,7484,19
142,0,116,0,4352,17
98,0,108,1,6546,3
109,0,110,0,7161,19
82,0,124,1,7488,19
98,0,109,1,7380,19
120,0,118,0,11798,2
98,0,113,1,10792,10
142,0,108,1,4623,17
122,0,125,1,4624,17
87,0,109,0,8156,13
77,1,108,1,5324,21
92,0,120,1,240,15
112,0,129,0,7541,19
131,0,109,1,4072,7
87,1,132,0,8225,13
98,0,109,0,3067,4
98,0,108,0,359,15
132,0,123,1,9681,1
102,0,123,1,3068,4
102,0,131,1,1652,16
87,0,113,1,5212,21
112,0,125,1,1653,16
87,1,113,0,4073,7
112,0,128,0,1654,16
131,0,111,1,1655,16
112,1,131,1,3713,14
112,0,126,1,1410,16
98,0,112,0,8231,13
109,0,113,1,10112,9
109,0,119,0,11801,2
131,0,116,1,10113,9
87,1,127,1,2905,4
92,0,122,1,8161,13
109,0,113,1,4625,17
92,0,129,1,3069,4
132,0,131,1,11802,2
131,0,109,1,1656,16
87,0,132,1,10795,10
109,0,118,1,11460,2
102,0,121,1,5594,20
92,1,120,0,11744,2
120,0,109,1,9252,6
131,0,116,1,8682,11
112,0,130,0,782,5
92,0,120,1,6547,3
120,0,109,0,2333,12
109,0,111,0,3070,4
112,0,121,1,1657,16
109,0,111,1,5355,20
120,0,114,0,7126,19
92,0,125,0,9682,1
92,1,125,0,5213,22
98,0,113,0,2334,12
102,0,131,0,11803,2
122,1,127,0,4074,7
112,0,127,1,5937,20
87,0,112,1,3071,4
98,0,109,1,1156,16
98,0,114,1,1658,16
122,0,129,1,4626,17
109,0,110,0,783,5
98,0,111,1,9683,1
92,0,126,0,3072,4
98,1,111,0,5214,21
109,0,109,0,8162,13
120,0,116,1,6548,3
109,0,119,0,1448,16
98,0,109,1,9253,6
95,1,107,1,360,15
112,0,121,1,4627,17
132,0,126,0,9630,1
109,0,117,1,10114,9
122,0,121,1,1659,16
98,0,114,1,9254,1
87,0,113,1,10796,10
132,0,131,1,11804,2
92,0,122,0,9255,6
112,0,120,0,5208,21
109,0,109,0,4405,17
87,0,112,0,2335,12
132,0,120,0,5938,20
120,0,112,1,363,15
109,0,108,1,8163,13
82,0,116,1,5215,21
153,0,122,1,10115,9
109,0,110,1,9256,6
102,0,130,0,5939,20
109,0,115,0,10116,9
109,0,119,1,8164,13
98,0,112,1,9684,1
102,NA,130,1,7423,19
82,0,120,1,1660,16
131,0,117,0,785,5
98,0,109,0,364,15
132,0,121,1,2336,12
122,0,121,0,1661,16
131,0,119,1,9685,1
141,0,107,0,11248,18
142,0,130,0,9686,1
109,0,110,1,5980,20
98,0,109,0,11249,18
112,0,122,1,3073,4
120,0,110,1,8502,11
122,0,132,0,9687,1
122,0,131,1,11525,2
92,0,126,1,6549,3
112,0,127,1,8750,11
92,0,121,1,11250,18
131,0,120,0,3714,14
153,0,127,0,2337,12
109,1,117,0,365,15
105,NA,132,1,1662,16
102,0,128,0,5216,21
102,1,128,0,5941,20
142,0,123,1,3659,14
122,0,130,1,2338,12
92,0,131,1,8165,13
102,0,129,0,6550,3
87,0,109,0,3019,4
132,0,128,1,9258,6
109,1,108,0,3074,4
120,0,114,1,786,5
82,1,128,1,787,5
105,0,130,1,9688,1
98,0,108,0,4075,7
92,0,125,1,7542,19
109,0,110,0,11805,2
98,0,108,0,8684,11
102,0,129,0,8685,11
92,0,127,1,9260,6
132,0,131,1,8166,13
112,0,131,1,2571,4
92,1,126,0,2339,12
87,0,114,0,5943,20
92,0,121,1,4076,7
98,0,109,1,3075,4
109,0,110,1,5217,21
122,0,120,0,4628,17
120,0,115,1,8167,13
98,1,108,1,8481,11
112,0,128,0,2340,12
112,0,130,0,5218,21
92,0,123,1,5219,21
122,1,123,0,6970,8
102,1,126,0,3487,14
98,1,111,1,8168,13
109,0,116,1,7141,19
120,1,117,0,9261,6
109,0,117,0,5944,20
92,0,123,1,5220,21
87,0,116,1,366,15
109,1,116,0,10117,9
109,NA,111,1,3076,4
98,1,110,1,7404,19
109,1,119,1,9262,6
131,0,118,1,2157,12
102,0,120,0,811,5
122,0,131,1,1136,16
131,1,109,0,8169,13
142,0,113,1,11251,18
153,0,128,0,7694,13
92,1,131,1,367,15
98,1,108,1,10797,10
102,0,124,0,11806,2
102,0,129,1,5221,21
98,0,108,1,2789,4
98,0,114,1,10798,10
120,0,119,1,11252,18
87,NA,112,0,4077,7
120,0,119,1,8170,13
112,0,123,1,8686,11
120,0,108,0,6971,8
106,0,107,0,2341,12
92,0,121,0,3671,14
87,1,118,0,2195,12
118,0,107,0,3077,4
72,1,126,0,11808,2
109,0,109,1,5222,21
98,0,108,1,3078,4
109,0,119,1,9263,6
109,0,111,1,4629,17
87,0,111,0,8687,11
98,NA,114,1,9689,1
122,0,120,1,5400,20
112,1,131,1,11810,2
109,0,111,1,8688,11
98,0,109,1,4866,21
109,0,119,1,1663,16
132,0,131,1,6973,8
102,1,120,1,8689,11
142,0,128,1,368,15
102,0,127,1,1704,16
109,1,108,1,11811,2
109,1,112,0,11253,18
131,0,113,0,10799,10
82,0,121,0,5945,20
122,0,130,0,9264,6
102,0,121,0,8171,13
120,0,113,1,9265,6
72,0,125,0,788,5
109,0,115,0,5946,20
142,0,110,0,11254,18
112,0,131,1,7391,19
102,0,121,0,7106,19
122,0,124,1,1665,16
98,0,118,0,6434,3
98,0,110,1,1666,16
131,0,112,0,4078,7
109,0,118,1,10118,9
98,1,109,1,5947,20
98,0,112,0,9504,1
92,0,120,0,8172,13
109,0,110,1,4630,17
109,NA,119,1,369,15
109,0,117,0,2342,12
87,0,112,1,9690,1
87,0,115,1,4079,7
112,0,131,0,370,15
131,1,117,0,371,15
118,0,107,0,4631,17
98,0,108,0,6551,3
115,0,132,1,1667,16
98,0,112,0,826,5
98,0,113,0,6552,3
112,0,131,1,3459,14
142,0,119,1,1668,16
120,0,115,0,3686,14
87,1,118,1,3540,14
87,0,108,0,3079,4
102,1,128,0,372,15
109,0,110,0,11812,2
109,1,118,1,9009,6
109,0,117,1,5223,21
132,0,123,0,9266,6
98,0,109,0,3716,14
98,0,111,0,10119,9
102,0,131,1,3535,14
132,0,131,1,11813,2
109,0,108,1,6553,3
109,0,114,0,2343,12
109,0,119,1,4080,7
98,0,119,1,11255,18
92,0,121,1,2344,12
120,0,110,0,9691,1
92,0,128,1,10120,9
122,0,124,0,11256,18
NA,0,115,1,5538,20
122,0,120,0,8173,13
120,0,119,1,3717,14
109,0,116,0,9267,6
132,0,126,0,10800,10
142,0,108,1,5224,21
132,0,128,0,8174,13
NA,0,130,0,5225,21
132,0,131,1,11815,2
165,1,107,0,2345,12
112,0,131,1,7290,19
92,0,122,0,1512,16
109,0,114,0,4632,17
122,0,125,1,3651,14
120,0,117,0,6554,5
102,0,120,0,8690,11
120,0,114,0,8175,13
109,NA,118,0,10121,9
98,0,110,0,666,5
120,0,109,1,11257,18
98,1,116,1,3080,4
109,0,109,1,8176,13
109,0,119,0,2347,12
98,0,110,0,6555,3
98,0,114,0,9632,1
98,1,113,1,2346,12
112,0,121,0,6977,8
122,0,130,0,9271,6
132,0,127,0,3719,14
102,0,121,1,2354,12
109,0,109,0,11818,2
92,0,128,0,2498,4
109,0,108,1,10805,10
NA,0,125,0,10125,9
164,0,119,0,10126,9
120,0,108,0,5226,21
87,1,119,0,5948,20
109,0,111,0,10502,10
109,0,108,1,2021,12
109,0,116,0,2348,12
131,1,113,1,3383,14
109,0,111,0,10122,9
82,1,126,0,11808,2
112,0,126,0,5949,20
109,1,114,0,8691,11
98,0,115,1,11258,18
87,1,118,0,3081,4
109,0,111,0,5227,21
87,0,119,1,11259,18
98,0,112,1,3082,4
109,0,108,1,790,5
109,1,118,1,8693,11
131,0,110,0,6559,3
112,0,130,1,8182,13
109,0,110,1,10807,10
122,1,131,0,6556,3
105,0,132,1,3083,4
112,0,120,1,10801,10
102,0,120,0,8177,13
92,0,126,0,8178,13
92,0,120,0,9066,6
98,0,116,1,6557,3
102,0,131,1,1733,16
92,0,123,1,4633,17
87,0,111,0,1670,16
102,0,122,0,8179,13
109,0,117,0,9269,6
77,0,110,0,2355,12
98,0,118,0,11816,2
102,0,123,0,6558,3
109,0,112,0,7543,19
122,0,127,1,4634,17
102,0,128,0,11263,18
98,0,111,0,2356,12
102,0,129,0,10808,10
92,0,121,1,5900,20
109,0,113,1,5228,21
122,0,123,0,1672,11
92,1,122,0,5950,20
122,0,131,0,3230,14
98,0,114,1,9268,4
98,0,115,1,373,15
102,0,121,0,11260,18
109,0,118,0,1673,16
112,0,127,1,1153,16
102,0,126,0,10123,9
142,0,110,1,11832,2
142,0,129,0,3515,14
77,1,110,1,1676,16
87,1,110,1,1677,16
98,1,118,1,9270,6
77,0,112,1,9694,1
132,1,130,0,5951,20
92,0,121,1,10124,9
112,0,131,1,11261,18
102,0,125,1,11457,2
98,0,116,0,5562,20
112,0,120,0,3084,4
98,0,113,1,2350,12
120,0,111,1,10802,10
98,0,111,0,11262,18
102,0,131,1,8184,13
92,0,126,1,10809,10
120,0,110,0,10806,10
NA,0,110,1,4636,17
102,0,128,0,9887,9
109,0,108,0,8180,13
98,1,108,1,2756,4
87,NA,109,0,6974,8
87,0,113,1,10803,10
112,0,131,0,2351,12
87,1,117,1,8692,11
92,0,131,0,7386,19
102,0,130,0,2352,12
129,0,129,0,10804,10
109,1,114,0,3718,14
131,0,115,0,11819,2
102,0,129,0,1674,16
98,1,109,0,3409,14
92,1,121,0,3085,4
122,0,124,1,9692,1
132,0,128,1,4081,7
98,0,108,0,4635,17
122,0,129,0,6975,8
87,0,115,1,5229,21
112,0,128,1,9693,1
122,0,125,1,1675,16
142,0,123,1,3087,4
82,0,127,1,2011,12
98,0,114,0,6976,8
77,0,109,0,3086,4
109,0,111,0,5230,21
102,0,131,1,7544,10
95,0,109,1,4082,7
77,0,117,0,7545,19
98,0,112,0,5231,21
98,0,113,1,2353,12
120,0,118,1,8181,13
109,0,117,0,7412,19
98,0,111,1,6560,3
102,0,121,1,791,5
109,0,111,0,8185,13
112,1,122,1,8186,13
92,0,120,1,3313,14
102,0,127,1,11246,18
102,0,130,0,792,5
102,0,122,0,5232,21
109,0,110,1,8187,13
102,0,120,1,8188,13
98,0,113,0,3720,14
82,1,123,1,5952,20
77,1,109,1,6360,3
92,0,125,1,6561,3
98,0,113,1,11857,2
112,1,131,1,2357,12
112,0,128,1,3678,14
112,0,126,0,11166,18
87,0,118,1,10810,10
102,0,131,0,4637,17
120,0,119,1,1678,16
131,0,113,0,1679,16
120,0,116,1,4638,17
98,0,108,0,793,5
87,0,114,0,3088,4
122,0,127,0,2646,4
120,0,109,0,3721,14
112,0,123,0,9006,6
115,0,132,0,9272,6
102,0,120,0,5233,21
112,0,128,1,9695,1
102,0,122,0,5234,21
112,0,120,0,374,15
132,0,127,1,9031,6
109,0,111,0,10811,10
82,1,129,0,50,15
77,0,119,0,9696,1
142,0,126,1,8694,11
98,0,109,1,1680,16
98,0,111,1,5235,21
92,1,120,1,375,15
87,0,112,1,4639,17
72,0,122,1,8189,13
92,0,130,1,10812,10
98,1,115,0,10813,10
112,0,127,1,11821,16
87,0,116,0,5905,20
112,0,129,0,8695,11
98,0,112,0,8190,13
102,0,120,1,11822,2
71,0,107,0,2359,12
132,NA,131,1,376,15
98,0,115,0,2361,12
98,1,116,0,377,15
131,0,118,0,6562,3
92,0,128,0,3722,14
120,0,108,0,4640,17
102,0,120,1,5236,21
87,1,115,0,5953,20
132,1,125,0,1681,16
72,0,126,1,6563,3
92,0,121,1,6564,3
122,0,120,0,9697,1
92,0,127,1,5237,21
131,0,112,0,4641,17
142,0,108,0,2363,12
112,0,123,0,2348,12
92,0,121,0,6017,20
122,0,123,1,8191,13
102,0,122,0,3723,14
142,0,108,1,8192,13
112,0,127,0,4084,7
131,0,108,0,8697,11
112,0,129,1,2364,12
87,1,111,0,3089,4
82,0,126,0,9698,1
142,0,130,1,3421,14
98,NA,118,1,8698,11
109,0,108,1,4085,7
102,0,120,1,3090,4
142,0,130,1,2365,12
102,0,127,1,6978,8
98,0,115,1,378,15
131,0,119,1,5238,22
112,0,131,1,6979,8
87,0,109,0,1682,16
112,0,123,0,5239,21
77,0,108,1,2359,12
102,1,124,0,11264,18
102,1,121,0,10814,10
102,0,122,0,5955,20
120,0,114,0,5956,20
102,0,130,0,8895,6
102,0,131,1,379,15
183,0,131,1,5241,21
98,0,109,0,380,15
132,1,127,0,3091,4
98,0,109,0,5240,22
98,0,110,0,11823,2
112,0,123,1,3092,4
98,1,112,0,6565,3
109,0,119,0,7546,19
109,0,109,1,6566,3
112,0,131,1,6864,8
109,0,118,1,1683,16
102,0,120,0,8891,6
82,1,121,0,3093,4
120,0,115,1,8699,11
112,0,131,1,1684,16
82,0,123,1,896,16
112,0,123,0,5557,20
131,0,108,0,2366,12
92,0,120,1,3094,4
102,0,123,1,4086,11
98,0,117,0,3095,4
98,0,118,0,5957,20
122,0,130,0,4087,7
98,1,108,0,794,5
92,0,127,1,9699,1
109,0,118,0,381,15
82,1,122,1,382,15
92,0,131,0,3096,4
102,0,121,1,8700,11
87,0,118,1,5242,21
92,0,121,0,8194,13
142,0,108,1,8195,13
96,0,132,0,7061,19
122,0,110,1,6980,8
109,0,115,1,8196,13
102,0,124,1,6567,3
92,0,125,1,3724,14
112,0,127,0,6981,8
112,0,131,1,11549,2
98,1,110,1,9273,6
102,0,120,0,11824,13
109,0,116,1,5958,20
77,0,117,1,6568,3
120,0,119,1,5243,21
120,0,110,0,1685,16
87,0,114,0,4088,7
120,0,118,0,4556,17
92,1,121,1,8197,13
122,0,130,0,11485,2
66,0,115,0,2367,12
122,0,124,0,1686,16
109,0,119,0,3725,14
109,0,112,0,1538,16
106,0,118,1,8198,13
87,0,108,0,5244,21
98,1,117,0,383,15
109,0,109,1,4222,17
112,0,124,1,5959,20
120,0,114,1,10815,10
122,0,122,0,11328,2
102,0,127,0,5245,21
109,1,112,1,384,15
164,0,114,1,5960,20
131,0,110,0,5246,21
122,0,131,1,10816,10
92,0,121,1,659,5
132,1,128,0,10817,10
120,0,117,1,5961,20
120,1,119,1,3097,4
102,0,123,1,7523,19
66,0,118,1,6569,3
131,0,116,0,3726,14
98,0,115,1,3727,14
109,1,118,0,9274,6
120,0,113,0,8199,13
92,0,123,1,7306,19
109,0,112,1,10818,10
131,0,118,0,5247,21
92,0,129,1,5248,21
98,0,109,1,385,15
109,0,113,1,9275,6
102,0,124,0,10127,9
92,0,130,1,10819,10
109,0,118,0,3098,4
142,0,125,1,6570,3
98,0,117,1,4089,7
102,0,126,1,10820,10
102,0,125,0,11825,2
102,0,129,1,1630,16
132,0,124,1,4642,17
120,0,108,1,8200,13
87,0,110,0,3099,4
92,0,115,1,5962,20
98,0,117,0,1687,16
112,0,125,1,10128,9
142,1,130,1,10129,9
82,0,122,0,1688,16
122,0,130,0,7235,19
92,0,125,0,4090,7
87,0,108,0,4643,17
92,0,123,1,5963,20
92,0,124,1,1689,16
102,0,120,1,6024,20
122,0,126,1,1690,16
109,0,111,1,7548,19
98,1,111,0,10821,10
109,1,108,0,796,5
82,0,123,0,10822,10
153,0,117,1,9276,6
120,0,118,0,3728,14
87,NA,108,1,9700,1
131,0,108,0,797,5
87,0,109,1,9447,1
109,0,115,0,8201,13
120,0,109,0,1691,16
132,0,128,1,10823,10
102,0,130,0,3100,4
130,0,107,1,8936,6
92,0,130,0,6571,3
77,1,115,1,3414,14
98,0,110,0,5965,20
92,0,129,1,2368,12
92,0,125,1,9277,6
112,0,128,0,10130,9
132,0,131,1,1298,16
109,0,113,0,5966,20
120,0,110,0,8202,13
98,0,108,1,6572,3
92,0,130,0,7501,19
109,0,111,1,2679,4
112,0,128,0,10824,10
109,0,113,1,7269,19
120,0,113,0,6982,8
132,0,131,0,11265,18
102,0,120,0,5968,20
102,0,130,0,2809,4
102,0,128,1,1692,16
112,0,121,1,6983,8
122,0,127,1,5249,21
120,0,114,0,8701,11
112,0,129,1,10825,10
102,0,129,0,11498,2
109,0,109,0,3102,4
142,0,131,1,9701,1
98,1,109,1,3101,4
122,0,129,1,11266,18
98,0,108,0,10826,10
122,0,130,0,11827,2
112,0,124,0,3103,4
132,0,130,0,5250,22
122,0,130,1,1693,16
120,1,109,1,10131,9
98,0,108,0,6984,8
102,0,120,0,5718,20
98,0,110,0,10827,10
112,0,131,1,6573,3
132,0,129,1,11536,2
95,0,107,1,4091,7
98,0,109,1,6574,3
112,0,120,0,1694,16
87,0,119,1,2369,12
82,0,130,0,5251,21
112,1,131,1,4644,17
120,0,109,1,4092,7
122,0,127,1,10181,9
98,0,119,0,11267,18
109,0,115,1,386,15
112,0,122,0,10828,10
82,0,125,1,5850,20
109,0,113,1,11828,2
109,0,109,1,11829,2
92,0,130,1,3729,14
109,0,108,0,2370,12
132,0,127,1,798,5
102,0,127,1,10132,9
102,0,126,1,57,15
109,1,108,1,6575,17
102,0,129,0,5257,21
120,1,116,1,5969,20
92,0,131,0,8206,13
92,0,122,1,9705,1
109,0,113,1,5252,21
112,0,120,0,9278,6
120,0,109,1,799,5
92,0,127,0,11830,2
132,0,127,0,4645,17
120,0,114,0,1695,16
72,1,122,1,387,15
102,0,128,1,9702,1
98,1,114,1,3742,14
77,0,109,0,9703,1
98,1,119,1,8203,13
109,0,114,1,8182,13
120,1,114,0,11268,18
102,0,124,1,7550,19
102,0,128,0,7551,19
105,0,132,0,3107,4
120,0,112,1,4649,17
109,0,110,1,2375,12
77,0,112,0,8207,13
109,1,116,1,5969,20
92,0,128,0,6576,3
82,1,120,1,5971,20
98,0,115,0,1793,16
102,0,124,0,3966,7
102,0,124,0,11831,2
92,0,129,0,8702,11
98,1,114,1,388,15
152,0,132,0,11455,4
102,0,121,1,4646,17
122,0,122,1,4094,7
109,1,112,0,11272,18
109,1,112,0,11274,18
82,0,128,1,5975,20
87,0,109,1,6581,3
87,0,108,0,1704,16
109,1,108,0,5258,21
109,0,112,1,11269,18
92,0,122,0,9279,6
109,0,110,1,11832,2
120,0,117,1,1701,16
87,1,110,0,9283,6
92,0,124,0,3108,4
132,0,126,1,4650,17
77,0,119,1,2254,12
120,0,110,1,11545,2
112,0,127,1,5972,20
105,0,132,0,1775,16
87,0,111,0,5973,20
120,0,116,1,11533,2
102,0,120,1,1820,16
109,0,115,0,11833,2
87,0,116,0,6577,3
112,0,121,0,3732,14
102,0,125,1,8208,13
98,0,111,1,1670,16
134,NA,132,0,1702,16
102,0,125,0,9706,1
98,0,115,1,11878,2
98,1,117,1,8581,11
98,0,115,1,3783,14
122,0,127,1,4093,7
153,0,118,1,1699,16
120,0,117,0,3734,14
66,0,110,0,6578,3
120,0,116,1,9280,6
87,0,112,0,9704,1
120,0,119,1,8204,13
92,1,130,0,391,15
131,0,116,0,8205,13
92,0,121,0,2371,12
142,0,124,1,5974,20
109,0,109,0,3035,4
102,0,129,1,3104,4
98,0,116,1,4647,17
98,0,111,1,3105,4
NA,0,122,1,11547,2
98,1,113,0,389,15
72,0,122,0,2372,12
87,0,117,0,6579,3
102,1,121,1,3627,14
102,0,124,0,10830,10
102,0,124,1,9281,6
102,0,120,0,800,5
92,1,130,1,7255,19
120,0,115,1,8703,11
131,0,115,1,4648,17
122,0,128,0,8704,11
120,0,113,1,5774,20
164,0,115,1,11270,18
92,0,131,0,3735,14
153,0,128,0,6985,8
109,1,115,0,3736,14
109,0,111,0,2373,12
122,0,124,0,10831,10
120,0,117,0,6580,3
112,1,130,1,3109,4
142,0,109,1,4651,17
109,0,115,1,10134,9
87,0,114,1,11271,18
120,0,108,0,222,15
98,0,116,0,3106,4
102,0,131,1,10829,10
102,0,124,1,9282,6
98,0,110,1,801,5
132,0,131,0,5256,21
87,0,115,1,1703,16
122,0,131,1,8640,11
102,0,126,1,5253,11
142,0,117,0,3737,14
98,1,114,1,1700,16
102,1,121,0,7612,13
102,NA,130,1,390,15
109,0,109,1,11835,2
109,1,109,1,5254,21
112,0,130,1,5255,21
120,0,110,1,11160,18
82,0,125,0,5976,20
112,NA,125,0,2026,12
112,0,122,0,6583,3
112,0,120,0,2608,4
132,0,123,1,7128,19
112,NA,123,0,7219,19
109,0,117,1,8209,13
98,0,115,0,10832,10
109,0,110,0,11436,2
82,0,120,1,11275,18
115,0,132,1,8210,13
102,0,126,1,2376,12
92,0,130,1,7361,19
92,1,130,1,10135,9
112,0,122,1,6019,20
122,0,123,1,5013,21
112,0,126,1,11276,18
109,0,119,1,10136,9
141,0,107,0,1888,12
109,0,108,0,802,5
109,0,111,1,8212,13
112,0,128,1,1705,16
98,1,112,0,2377,12
120,0,109,1,3110,4
92,1,122,1,5978,20
120,0,109,0,9284,6
102,1,122,0,6986,8
82,0,120,0,8213,13
102,1,124,1,5979,20
102,NA,123,0,803,5
131,0,118,0,6584,3
98,0,110,0,10137,9
120,0,117,1,6987,8
87,0,109,1,4652,17
77,0,112,1,7553,19
124,0,132,1,1706,16
98,0,109,1,1707,16
109,0,113,1,3370,14
109,0,112,1,5259,21
98,0,110,1,6585,3
122,0,129,1,3738,14
98,0,110,1,1708,16
109,0,114,0,4653,17
112,0,120,1,5260,21
122,0,127,0,392,15
92,1,130,1,4993,21
98,1,110,1,8214,13
98,0,112,1,10833,10
102,1,126,1,3111,4
98,0,110,1,5980,20
87,0,108,0,10138,9
98,0,117,0,1710,16
102,0,129,1,11690,2
98,1,115,0,9707,1
102,0,129,0,6988,8
102,0,121,1,10834,10
66,0,111,0,6523,3
98,0,108,1,9708,1
92,0,130,1,10630,10
102,0,120,0,7443,19
112,0,121,0,8216,13
102,NA,131,0,8518,11
120,0,118,0,9100,6
122,0,128,0,5095,21
66,0,125,1,804,5
120,1,118,0,6586,3
109,1,111,1,8705,11
109,0,108,1,5261,21
132,0,125,1,1711,16
92,0,130,1,10835,10
112,0,131,1,10836,10
122,0,126,1,6989,8
92,1,127,0,8217,13
112,1,129,1,794,5
122,1,122,1,3112,4
82,NA,122,0,3113,4
82,0,121,0,10139,9
102,0,125,0,11825,2
72,0,125,0,2378,12
120,0,118,1,5981,20
120,0,115,0,3675,14
122,0,131,0,6847,8
102,0,121,1,1712,16
112,0,126,1,9285,6
112,0,122,0,4328,17
98,0,119,1,6990,8
122,0,131,0,7124,19
109,0,115,1,1714,16
109,0,108,1,10837,10
102,0,128,1,3739,14
109,1,108,0,1713,16
109,0,108,1,6887,20
92,0,127,1,1815,16
109,NA,115,0,8706,11
109,0,115,1,1716,16
142,0,113,0,5983,20
98,0,114,1,6515,3
112,0,121,0,1717,16
120,0,119,1,11244,18
102,0,131,1,2458,4
122,0,124,1,11836,2
109,0,117,0,10838,10
142,0,118,1,1718,16
102,1,130,1,3740,14
77,1,110,1,5984,20
132,0,127,1,6991,8
92,0,123,1,6992,8
87,1,115,1,393,15
153,0,114,1,8218,13
102,0,127,0,10140,9
112,1,132,1,2379,12
102,0,129,1,394,15
112,0,121,0,3741,14
92,0,127,0,6587,3
98,0,112,1,11837,2
92,0,126,0,6993,8
98,0,113,1,11559,2
87,0,109,0,10839,10
87,1,114,1,3742,14
131,0,116,0,9286,6
112,0,126,0,395,15
77,1,108,0,3114,4
87,0,110,0,805,5
120,0,118,1,11838,2
112,0,126,0,396,15
132,0,131,0,11732,2
109,0,108,1,8219,13
102,1,124,1,2380,12
102,0,130,1,5992,20
112,0,128,1,8239,13
92,0,122,0,6588,3
NA,0,110,0,1719,16
122,0,127,0,11277,18
102,0,129,0,11839,2
112,0,124,1,9287,6
102,0,125,0,5262,21
109,0,114,0,6711,8
98,0,117,1,5986,20
87,1,112,1,5263,21
102,0,128,0,10840,10
98,0,110,0,4654,17
105,0,132,0,8707,11
109,0,108,0,1720,16
98,0,109,1,3743,14
142,0,126,1,1721,16
98,0,108,0,1722,16
98,1,111,0,397,15
92,0,128,1,3116,4
98,0,117,0,2361,12
112,0,129,1,4655,17
112,0,131,1,7169,19
92,1,128,1,4095,7
92,0,122,0,6589,3
142,1,132,1,1090,16
112,0,131,1,6994,8
82,0,129,1,696,5
120,0,108,0,6958,8
109,0,111,0,8221,13
109,0,117,1,2381,12
92,0,127,0,9709,1
98,0,114,0,10012,9
77,0,108,1,1723,16
109,0,118,1,5981,20
120,0,110,1,1724,16
109,0,112,1,3744,14
NA,0,113,0,5264,21
98,NA,113,1,4096,7
87,1,108,1,398,15
109,0,119,0,4656,17
98,1,110,1,7513,19
98,0,109,1,8222,13
122,0,127,0,5265,21
112,0,125,1,4657,17
109,0,113,0,2133,12
112,0,131,0,3737,14
87,0,109,0,5266,21
87,0,109,1,9710,1
98,0,111,1,7548,19
98,0,119,1,10841,10
98,0,111,0,1585,16
120,0,117,0,9288,6
112,1,130,1,8223,13
98,1,119,1,11279,18
98,0,109,0,8708,11
98,0,109,1,3117,4
87,0,108,0,2382,12
120,0,114,1,7748,13
109,0,115,1,2865,4
175,0,114,0,5267,21
132,0,129,1,1725,16
102,0,131,1,11792,2
109,0,116,1,8224,13
109,0,110,1,10141,9
109,0,115,0,5987,20
109,0,110,0,4097,7
98,1,111,1,6075,3
120,0,110,1,4659,17
109,1,109,1,1726,16
92,0,127,1,3750,14
95,1,107,0,5268,21
112,0,121,1,3746,14
87,0,110,1,1727,16
92,0,127,1,6590,3
109,0,108,0,4098,7
98,1,116,1,6995,8
92,0,129,1,11586,2
98,0,112,1,6996,8
87,1,108,0,4144,17
112,0,120,1,10842,10
87,1,110,1,11150,18
98,1,114,0,8709,11
87,1,110,1,8225,13
132,0,130,0,5269,21
120,0,108,1,9711,1
77,0,110,0,399,15
98,0,109,1,2383,12
142,0,126,0,8710,11
112,0,122,1,2530,4
102,0,126,1,11414,2
98,0,118,1,2384,12
120,0,110,0,1728,16
109,0,111,1,11840,2
109,0,108,0,9712,1
98,0,114,1,8226,13
98,0,109,0,806,5
109,0,117,1,4099,7
120,0,108,0,7554,19
98,0,114,0,1729,16
132,0,131,1,5270,21
132,0,128,0,11280,18
92,0,122,1,6591,3
153,0,123,1,8711,11
92,0,122,1,6592,3
131,0,115,0,8712,11
92,0,129,1,10843,10
102,0,129,1,1730,16
112,0,123,0,4100,7
112,0,129,1,11841,2
98,1,119,1,247,15
112,0,127,1,9289,6
87,0,113,0,11281,18
109,0,114,1,5271,21
98,0,114,1,8713,11
102,0,131,1,3971,7
98,0,109,0,6593,3
132,0,131,0,1731,16
98,0,118,1,3747,14
98,0,118,0,4101,7
92,0,120,0,7324,19
109,0,116,1,1732,16
98,0,109,0,1733,16
98,1,115,1,9290,6
109,0,109,0,3118,4
109,0,108,0,5988,20
102,1,128,0,11842,2
120,0,115,0,8227,13
109,0,118,0,10142,9
112,0,123,1,5658,20
112,0,129,1,8976,6
82,0,121,1,10844,10
98,0,116,1,5921,20
87,0,109,0,6594,3
77,0,108,0,400,15
109,0,118,1,5272,21
92,0,129,1,11843,2
92,0,120,0,8228,13
120,0,111,1,10845,10
98,0,112,0,11464,2
131,0,109,1,6506,3
109,0,115,0,4660,17
120,0,108,1,4661,17
122,1,121,0,4104,7
109,0,118,0,5993,20
142,1,121,1,4107,7
