"y","a","b","c","d","e"
77,0,118,1,5580,20
102,0,123,1,2713,4
66,0,109,1,584,5
82,0,131,0,11626,2
122,NA,122,1,2056,12
131,0,114,1,4363,17
98,0,109,1,4927,21
66,0,109,1,3932,7
122,0,130,0,3425,14
109,0,108,0,7837,13
142,0,110,0,583,5
102,0,126,1,5611,20
109,0,111,1,8475,11
87,1,112,0,2053,12
82,0,128,0,5897,20
109,0,118,0,2057,12
98,0,115,1,2715,4
142,NA,115,0,7841,13
102,1,125,0,6281,3
102,0,113,0,11057,18
142,0,117,1,7049,19
132,0,127,0,11058,18
122,0,131,0,8813,6
102,0,124,0,7292,19
109,1,109,1,3426,14
87,0,108,0,7294,19
109,0,109,1,585,5
109,0,112,0,8968,6
120,0,111,0,4364,17
77,1,116,1,8477,11
87,1,130,1,4790,21
112,0,127,0,4360,17
92,0,120,1,6280,3
102,0,121,1,5613,20
142,0,131,0,4361,17
120,0,109,0,8970,6
92,0,120,0,5619,20
109,0,116,1,6793,8
102,0,129,1,2054,12
112,0,122,1,5615,20
102,0,130,1,4925,21
122,0,130,1,1196,16
98,0,119,0,9482,1
112,0,121,1,1197,16
98,0,108,1,9483,1
92,0,128,0,7838,13
102,0,128,0,11059,18
87,0,111,1,2714,4
142,0,110,1,3428,14
109,1,113,0,1201,16
109,0,119,1,11861,2
112,0,124,0,8478,11
92,0,130,1,11557,2
98,0,117,0,9467,1
120,0,108,1,8479,11
102,0,127,0,4365,17
142,0,118,0,3502,14
98,0,111,1,6282,3
109,0,108,0,4366,17
102,0,128,1,9915,9
98,0,109,0,6283,3
87,0,108,0,10458,10
109,1,119,0,586,5
109,0,114,0,6794,8
120,0,113,1,11559,2
112,0,127,1,1202,16
92,0,126,0,9484,1
92,0,123,1,10850,10
98,0,108,1,2058,12
98,0,114,1,3320,14
109,0,109,1,4367,17
92,0,130,0,1203,16
102,0,124,0,1204,16
98,0,108,1,4368,17
87,0,110,1,8194,13
109,0,110,0,9916,9
112,0,130,1,1205,16
122,0,125,1,6284,3
112,0,124,1,11561,2
109,0,117,1,7295,19
109,0,115,0,8287,13
109,0,110,0,7844,13
102,1,127,1,3447,14
98,0,114,0,8971,6
98,1,111,0,1208,16
120,0,109,0,7845,13
82,0,130,0,1206,16
92,0,129,1,5620,20
98,1,117,1,160,15
142,0,116,0,7847,13
82,0,122,0,2717,4
92,0,125,0,9917,9
102,0,130,0,9918,9
92,0,128,0,5927,20
102,0,129,1,5622,20
87,NA,117,1,8972,6
109,0,109,1,10460,10
109,0,116,1,7297,19
102,0,131,0,8973,6
142,0,117,0,3431,14
92,0,127,0,1430,16
98,0,128,0,9919,9
98,NA,114,0,8840,6
92,0,128,0,4929,21
112,1,123,1,5623,20
98,0,118,0,11061,18
87,1,110,0,8974,6
120,0,109,1,4369,17
92,1,125,1,8975,6
98,0,115,1,6285,3
120,0,116,1,3433,14
153,0,131,1,6796,8
109,0,113,0,5776,20
109,0,113,1,9920,10
109,0,129,1,7298,19
92,0,130,1,7300,19
98,0,114,0,7120,19
98,0,119,0,1210,16
122,0,126,1,8480,11
109,0,109,1,2718,4
112,0,131,1,2059,12
109,0,108,0,11562,2
109,1,109,0,10461,10
122,0,121,0,6286,3
109,0,114,1,1212,16
102,0,122,1,5999,20
122,0,125,0,2060,12
131,1,109,0,10462,10
120,0,110,1,7848,13
102,0,129,1,1213,16
120,0,118,1,9485,1
102,1,120,1,7302,19
92,0,127,0,5627,20
98,1,110,1,8481,11
102,0,129,1,1214,16
98,0,109,0,1215,16
92,0,121,1,4930,21
109,0,117,0,7849,13
109,1,119,1,6287,3
82,NA,128,0,10463,10
NA,0,108,0,9486,1
131,0,115,0,3934,7
142,0,123,1,11062,18
98,1,117,1,2719,4
106,0,107,0,4370,17
77,0,113,1,6288,3
112,0,120,1,4931,21
131,1,118,0,8482,11
87,0,130,0,9487,1
98,0,116,0,9921,9
122,1,130,1,11063,18
131,0,118,0,7303,19
82,0,120,1,5628,20
131,0,108,1,9488,1
92,0,121,1,4371,17
109,0,109,0,8483,11
92,0,125,1,9922,9
120,0,118,1,11064,18
112,0,120,1,5629,20
109,0,116,0,3726,14
77,0,110,1,6289,3
92,0,127,0,3436,14
109,NA,109,1,2720,4
112,0,125,0,4280,17
102,1,123,0,8484,11
120,0,117,0,1216,16
109,0,108,1,4372,17
142,0,108,0,7850,13
109,0,114,1,6797,8
77,0,119,1,9489,1
98,0,117,0,9923,9
120,0,111,1,11065,18
98,0,113,0,7304,19
122,0,122,1,9924,9
98,0,114,1,5630,20
122,NA,123,0,1217,16
102,0,123,1,4373,17
131,0,118,0,5631,20
109,0,113,1,4374,17
109,0,118,0,7851,13
153,0,114,0,2062,12
120,0,118,0,9491,1
98,0,110,0,3438,14
109,0,110,1,1191,16
112,1,125,1,1218,16
102,0,126,1,3439,14
120,0,109,0,10464,10
82,1,129,1,161,15
98,0,111,1,8976,6
98,0,115,1,2721,4
98,0,108,0,6798,8
98,0,119,0,10466,10
109,0,112,1,8978,6
120,0,114,1,1220,16
72,0,126,0,162,15
102,0,131,1,6057,3
122,NA,128,1,587,5
92,0,123,1,7306,19
98,0,107,1,9492,1
82,0,122,0,7308,19
132,0,127,1,6799,8
92,0,125,0,9494,1
122,0,123,1,4375,17
109,0,111,1,1222,16
109,0,117,1,4932,21
122,1,123,1,10948,18
NA,0,115,0,87,15
98,1,113,1,163,15
142,0,123,0,9925,9
122,0,125,1,2722,4
102,0,122,1,6800,8
92,0,130,0,2723,4
98,0,110,1,11564,2
102,0,127,1,7854,13
142,0,111,0,7310,19
77,0,112,1,7852,13
102,0,121,1,4376,17
120,0,110,1,8800,6
77,0,110,1,10467,10
92,0,128,0,9926,9
87,0,110,0,1223,16
131,0,112,1,7311,13
92,0,122,0,7312,19
98,0,118,0,6290,3
109,0,112,0,5881,20
102,0,129,1,4377,17
98,0,112,0,8485,11
87,0,108,0,9495,1
102,1,127,0,10494,10
112,0,127,1,8979,6
98,1,118,1,10470,10
131,1,118,1,5633,20
131,0,108,0,6291,3
153,NA,117,0,2063,12
77,0,111,0,2064,12
120,0,118,0,10471,10
92,1,128,0,1700,16
66,0,108,1,3935,7
98,0,116,1,7314,19
102,0,128,1,1225,16
112,0,122,1,5635,20
98,0,111,1,4933,21
131,0,119,1,2725,4
98,0,109,1,10472,10
102,0,125,1,5636,20
118,0,107,1,9492,1
98,0,119,0,11651,2
112,1,123,1,2726,4
112,0,121,1,11066,18
132,0,126,1,10277,10
87,0,110,0,1226,16
98,0,114,1,9927,9
92,0,129,1,9496,1
122,0,129,1,1227,16
92,0,123,0,6292,3
132,0,123,1,1228,16
109,0,114,1,7855,13
153,0,121,0,11566,2
112,1,120,0,6293,3
102,0,128,0,7315,19
77,0,116,1,2727,4
102,0,125,0,4934,21
92,0,126,1,8980,6
109,0,110,1,9928,9
120,0,116,1,1230,16
98,0,113,1,2728,4
112,0,130,0,5345,20
109,0,117,1,802,5
92,0,127,0,10474,10
98,0,109,1,11567,2
112,0,127,1,9497,1
92,0,125,0,1951,12
109,0,108,1,2065,12
131,0,111,0,11067,18
92,1,130,0,11068,18
102,0,129,0,9498,1
130,0,107,1,8486,11
92,0,126,1,11569,2
92,0,128,0,11571,2
112,0,126,1,4378,17
109,0,112,1,8968,6
112,0,125,1,1231,16
122,0,127,1,5637,20
92,1,125,1,7857,13
92,1,123,1,6294,3
120,0,113,1,4379,17
98,0,110,1,6295,3
109,0,110,0,9929,9
105,0,132,1,6296,3
102,0,121,0,2066,12
98,0,113,0,4935,21
131,0,115,1,8981,17
109,0,108,0,2068,12
115,0,132,0,3936,7
109,1,114,0,11572,2
92,0,126,0,10475,10
98,0,109,1,4380,17
98,0,114,0,7317,19
122,0,128,1,4796,21
98,0,109,1,10476,10
87,0,112,1,3844,7
92,1,122,1,2069,12
122,0,127,1,5972,20
92,0,127,1,6069,3
142,0,124,0,10477,10
102,0,131,0,3223,14
109,0,114,0,2070,12
102,0,120,0,800,5
98,0,115,1,10478,10
82,0,120,1,10481,10
109,0,108,0,8038,13
98,0,110,0,6626,3
120,0,114,0,4936,21
102,0,123,1,7319,19
109,0,108,1,11573,2
112,0,123,1,2729,4
NA,0,116,1,10479,10
112,0,125,1,10480,10
92,0,128,1,11350,2
98,0,117,0,1232,16
92,1,127,1,2731,4
102,0,122,1,11069,18
72,0,125,1,11574,2
109,1,118,0,2737,4
98,1,108,1,6304,3
131,0,108,0,4386,17
98,0,108,1,1236,16
120,1,111,0,1237,16
87,0,116,1,9501,1
102,0,110,0,9502,1
102,0,126,0,5747,20
112,0,121,0,4381,17
92,0,131,0,7908,13
109,0,116,1,3440,14
102,0,121,0,4937,21
102,1,121,1,3441,14
120,0,109,0,6802,8
122,0,131,1,11737,2
87,0,109,1,11116,18
109,0,110,1,8982,6
98,0,113,0,11072,18
120,0,108,0,10482,10
98,0,110,0,7862,13
87,0,111,1,2738,4
112,0,124,1,10488,10
120,0,116,1,11334,2
115,0,132,1,11073,18
102,0,120,0,5641,20
92,0,122,1,2071,12
131,0,114,1,4938,21
109,1,112,1,5413,20
153,0,121,0,6804,8
142,0,129,0,11074,18
109,0,109,0,8983,6
87,0,108,0,2072,12
112,1,122,0,7868,13
102,0,128,1,3739,14
102,0,127,1,2078,12
109,0,114,0,3764,16
105,0,132,1,2732,4
132,0,126,0,591,5
112,0,124,1,6297,3
120,0,112,0,9499,1
109,0,114,1,592,5
98,0,111,1,7860,13
98,0,118,0,2079,12
131,0,119,1,6805,8
122,1,131,1,8203,13
98,1,108,0,2074,12
102,0,128,1,5642,20
82,0,121,1,5643,20
109,1,115,1,4383,17
82,0,130,1,7321,19
109,0,112,1,6298,3
102,0,122,1,7248,19
82,1,120,0,165,15
120,0,112,1,4939,21
122,0,125,1,8984,6
131,0,118,0,11798,2
87,0,110,0,10483,10
102,0,129,0,8985,6
120,0,116,1,4384,17
142,0,114,1,1233,16
109,1,116,1,5644,20
102,0,121,1,11578,2
122,0,126,1,5647,20
120,0,118,0,8990,17
109,0,118,0,7328,19
82,0,120,0,10484,10
109,0,113,1,2733,4
142,0,118,0,10485,10
77,0,119,1,8487,11
112,0,130,1,1234,16
92,1,129,0,4176,17
92,0,126,0,7915,13
131,0,113,0,4940,21
98,0,119,0,7975,13
92,0,122,0,11381,2
102,0,131,1,11579,2
98,0,115,1,5567,20
77,0,109,1,2734,4
109,0,117,1,6299,3
87,0,111,0,2076,12
120,0,115,0,11075,18
92,0,125,0,7322,19
102,0,120,0,7324,19
98,0,109,0,8986,6
120,0,111,1,7868,13
87,0,114,1,8489,11
122,1,128,1,164,15
98,0,112,0,2735,4
109,0,109,0,2736,4
132,0,131,1,7326,19
109,1,116,1,4385,17
112,0,120,0,8987,6
109,0,108,1,6300,3
92,0,120,0,5886,20
87,1,113,1,166,15
92,0,122,1,2081,12
112,0,125,1,7167,19
102,0,122,1,6303,3
132,0,123,0,8988,6
112,0,127,1,10486,10
NA,0,112,1,6301,3
112,0,131,1,3443,14
112,0,121,0,593,5
109,0,109,0,1235,16
105,0,132,1,6302,3
109,0,118,0,11581,2
109,0,115,1,10487,10
102,0,121,1,8989,6
87,0,116,0,5826,20
77,0,119,0,6806,8
92,0,121,0,7869,13
120,0,119,0,4942,21
92,1,126,0,5919,20
83,0,107,1,10489,10
98,0,119,0,7330,19
87,0,117,0,4943,21
109,0,117,0,3446,14
132,0,128,1,4944,21
142,0,131,1,594,5
122,0,122,0,4387,17
72,1,128,0,3937,7
98,0,119,0,10490,10
102,1,124,0,2526,4
NA,0,131,1,7331,19
98,0,110,1,2739,4
109,0,117,0,7177,19
102,0,125,1,167,15
92,0,122,1,7332,19
92,0,124,0,5650,20
120,0,115,0,4388,17
98,0,111,1,10491,10
102,0,125,1,9504,1
98,0,113,1,7334,19
122,0,129,0,3836,7
77,NA,118,1,5651,20
122,0,123,1,1238,16
102,1,129,1,8490,11
142,0,123,0,4945,21
109,0,115,0,595,5
131,0,109,1,2740,4
98,0,115,1,9930,9
120,0,107,0,9931,9
109,0,110,0,4389,17
98,0,113,1,4946,21
102,1,125,1,8491,4
115,0,132,0,557,5
77,NA,110,1,7870,13
98,0,109,1,10105,9
120,0,116,1,2082,12
122,1,127,1,3447,14
122,0,122,0,597,5
102,0,131,0,3448,14
98,1,118,1,4947,21
92,0,128,0,1239,16
98,0,109,1,4948,21
98,0,116,0,168,15
122,0,123,0,9506,1
82,0,120,0,3938,7
98,0,113,1,10493,10
98,0,113,1,2741,4
98,0,111,0,11076,18
131,0,115,1,6807,8
92,0,122,0,9933,9
92,0,125,1,5652,20
109,0,108,1,2083,12
82,1,128,1,4949,21
131,0,110,0,4390,17
92,0,122,0,7871,13
109,0,108,0,3449,14
92,1,121,0,2742,4
131,0,119,1,3450,14
120,0,113,0,598,5
122,0,127,1,8991,6
109,0,119,0,1240,16
87,0,108,0,6808,8
82,NA,120,0,6305,3
131,0,108,1,1241,16
98,0,116,1,3939,7
102,1,121,1,11077,18
109,0,113,1,169,15
132,0,128,1,1242,16
102,1,129,0,11078,18
82,0,129,1,5330,21
102,1,129,0,2743,4
120,0,115,0,9866,9
102,0,122,0,7872,13
109,0,115,1,3451,14
98,0,110,0,10494,10
92,0,121,1,2084,12
98,0,110,0,2085,12
109,0,108,0,7873,13
98,0,111,0,6809,8
106,0,107,0,6306,3
82,0,126,1,170,15
98,0,108,1,1457,16
120,0,119,0,8992,6
109,0,117,1,1244,16
102,0,127,0,9507,1
98,0,113,0,5653,20
92,0,125,0,7335,19
98,0,116,1,5509,20
87,0,108,0,9934,9
102,0,131,1,11582,2
109,0,118,1,7874,13
109,0,116,0,2744,4
122,0,126,1,11671,2
112,0,128,0,1245,16
NA,NA,NA,NA,NA,1
102,0,128,0,4391,17
112,0,128,1,7875,13
112,0,131,0,1246,16
105,0,132,0,4392,17
87,0,109,0,10495,10
92,0,126,0,5654,20
92,0,123,0,10496,10
120,0,117,0,7173,19
122,0,126,0,8271,13
109,0,115,0,8274,13
109,0,110,0,6142,3
82,0,127,0,8993,6
92,0,131,0,2086,12
109,0,108,1,9509,1
109,0,118,1,6810,8
92,0,127,0,4951,21
131,0,111,1,9935,9
109,0,112,1,7878,13
102,0,123,1,3452,14
112,0,130,0,1419,16
92,0,125,1,113,15
92,0,126,1,7879,13
92,0,125,1,2087,12
87,0,111,0,5655,20
112,0,124,0,8492,11
102,0,129,0,4952,22
131,0,108,1,6307,3
87,1,109,0,6308,3
92,0,123,1,8552,11
102,0,123,1,6309,3
112,0,129,0,2745,4
109,0,119,1,9936,9
92,0,129,1,11586,2
109,0,114,1,7880,13
112,0,127,1,1769,16
112,1,126,1,4393,17
120,0,118,0,3941,7
120,0,113,1,11588,2
98,0,111,1,2747,4
109,0,112,0,11079,18
98,0,117,1,2088,12
153,1,114,0,4953,21
98,0,114,1,2748,4
87,1,113,1,2749,4
87,0,118,1,2089,12
98,0,117,0,7337,19
92,0,130,0,3693,14
98,0,113,1,9937,9
112,0,124,1,6811,8
131,0,117,1,11081,18
109,0,119,1,8613,11
131,0,112,0,9938,9
87,0,110,1,6578,3
131,1,119,0,1249,16
122,0,125,1,3339,14
112,0,124,0,1250,16
131,0,117,0,6690,8
164,0,119,0,6812,8
102,0,128,1,6312,3
102,0,121,1,3943,7
109,0,116,0,8994,6
66,0,110,0,171,15
82,0,123,0,7881,13
142,0,122,0,1555,16
87,NA,113,0,10497,10
142,0,128,0,7227,19
120,0,114,1,4954,21
92,0,122,0,7338,19
122,0,130,0,6813,8
120,0,111,1,4394,17
51,0,122,0,7882,13
109,1,112,1,8995,6
102,1,120,0,11474,2
109,1,113,0,10498,10
120,0,111,0,4396,17
109,0,112,0,11870,2
82,0,127,0,4972,21
112,1,123,1,5656,20
92,0,127,0,8349,11
98,1,117,1,2750,4
120,0,115,1,2090,12
102,1,124,1,10499,10
118,0,107,0,10500,10
98,0,116,1,5995,20
109,0,112,1,4397,17
122,0,121,0,8997,6
153,1,110,0,3945,7
112,0,126,1,10502,10
132,0,124,0,11082,18
109,0,108,1,8998,16
98,0,117,1,2091,12
130,0,107,1,7883,13
82,0,122,0,4956,21
109,0,115,0,3946,7
92,0,126,1,6814,8
112,0,126,0,8999,6
109,0,110,1,7884,13
112,0,124,0,11084,18
130,0,119,0,7885,13
102,NA,121,1,172,15
132,0,128,1,11037,18
77,NA,113,1,173,15
109,0,116,0,1252,16
77,0,108,1,6313,3
122,0,122,1,7886,13
82,0,128,1,8495,11
77,0,110,1,5555,20
98,0,110,0,9939,9
142,0,112,0,4958,21
102,0,125,1,7587,13
153,0,107,0,6314,3
112,0,128,0,3454,14
87,0,112,0,7340,19
122,0,123,1,5658,20
92,0,129,1,6815,8
112,0,121,1,599,5
112,0,123,1,11602,2
102,0,124,0,1253,16
98,0,108,1,11085,18
87,0,117,0,10504,10
122,0,126,0,9510,1
82,0,120,1,2092,12
102,0,120,1,5660,20
112,NA,126,0,7887,13
102,0,130,1,3832,7
98,0,117,0,174,15
55,0,117,1,2093,12
132,0,130,0,3455,14
122,1,123,0,11086,18
72,0,126,1,2095,12
109,0,117,0,7253,19
82,0,121,0,10505,10
112,0,130,1,6315,3
92,0,124,1,6818,8
92,0,120,1,11087,18
98,0,119,0,7888,13
112,1,129,0,176,15
142,0,117,1,6817,8
NA,0,116,1,177,15
92,1,126,0,10803,10
98,0,111,0,9940,9
142,0,123,1,5661,20
112,0,121,0,9511,1
122,0,126,0,1254,16
92,0,129,1,8843,6
164,0,113,0,9941,9
109,0,108,0,10507,10
105,0,132,0,10892,10
98,0,109,0,600,5
109,0,113,1,7342,19
87,0,110,1,6820,8
120,0,108,1,2096,12
175,0,111,0,2752,4
142,0,114,0,10509,10
120,0,108,0,601,5
92,1,130,1,10510,10
122,0,125,1,6031,20
112,0,122,1,11591,2
102,0,128,0,9008,6
112,1,122,0,9004,6
102,0,126,1,7889,13
82,0,127,1,5663,20
115,0,131,0,7344,19
122,0,127,0,3762,14
92,0,124,0,6824,8
131,0,111,0,9005,6
82,0,127,1,9514,1
102,0,123,0,5386,20
98,0,114,1,2100,12
92,1,127,1,6316,3
82,0,123,1,9000,6
109,0,110,1,9942,21
NA,NA,109,1,602,5
112,0,129,0,9515,1
109,0,117,0,6823,8
109,0,109,0,11091,18
82,1,124,0,10512,10
109,0,112,0,1255,16
109,0,117,0,9001,6
98,0,113,1,178,15
105,1,132,1,1256,16
102,0,127,1,4398,17
98,0,110,1,1597,16
153,NA,125,1,9512,1
109,0,116,1,4399,17
92,1,128,0,7063,19
92,0,125,0,6822,8
77,0,117,0,7070,19
87,1,109,0,2097,12
122,0,122,1,1259,16
98,0,111,0,603,5
122,1,131,1,11088,18
98,0,110,1,8496,11
98,0,115,1,179,15
92,0,121,0,7345,19
112,0,125,1,4959,21
109,0,113,1,2102,12
109,0,113,0,8498,11
120,0,112,0,9946,9
142,0,130,0,3461,14
142,0,109,0,9006,6
122,0,121,1,5664,20
87,0,111,0,9944,9
109,0,108,1,7890,13
120,0,116,0,3947,7
102,0,124,1,11089,18
77,1,108,0,180,15
82,1,129,1,3457,14
122,0,128,0,605,5
109,0,116,1,7186,19
120,0,112,0,3948,7
98,0,109,1,6388,3
98,0,115,1,2755,4
112,0,123,1,1261,10
120,0,109,1,6318,3
92,0,123,0,10514,10
112,0,122,0,11389,2
98,1,109,1,4400,17
96,0,132,0,1753,16
109,0,108,1,4179,17
120,0,116,1,9945,9
109,0,110,0,7891,13
109,0,109,0,2575,4
102,NA,131,0,4960,21
109,0,110,0,7892,13
72,0,120,0,6317,3
98,0,108,0,2098,12
109,0,109,1,10511,10
98,1,117,1,2103,12
98,0,109,1,1987,12
112,0,122,1,7346,19
87,0,109,0,10513,10
82,0,128,1,2661,4
77,0,115,0,5812,20
120,0,109,1,11090,18
92,0,125,1,9947,9
98,0,110,0,4725,21
132,0,131,1,7868,13
87,0,113,0,5665,20
112,0,122,1,845,16
120,0,109,1,2099,12
153,0,115,1,3459,14
131,0,108,1,2753,4
131,0,113,0,9513,1
122,0,123,0,4401,17
112,0,130,0,9002,6
118,0,107,1,9003,6
122,0,128,1,759,5
98,1,114,1,9516,1
102,0,123,0,1262,16
98,0,114,1,11592,2
98,0,114,0,7347,19
77,0,108,0,9517,1
102,0,131,1,3443,14
102,0,130,0,11593,2
102,0,120,0,4402,17
82,0,121,1,11595,2
102,0,131,1,7893,13
120,0,111,1,9806,9
132,0,129,1,6825,8
102,0,123,1,7860,13
109,1,112,0,2104,12
102,0,123,1,2756,4
102,0,128,0,9518,1
92,1,126,0,5668,20
122,1,131,1,9009,6
109,0,119,1,4403,17
120,0,117,1,9519,1
132,0,128,1,9011,6
102,0,127,1,5669,20
109,0,109,1,11093,18
142,0,111,0,1263,16
87,0,112,1,2105,12
109,0,112,0,5504,20
132,0,130,0,6320,3
109,0,110,1,4404,17
109,0,115,0,3381,14
122,0,120,0,4961,21
92,0,130,0,3462,14
102,0,125,1,608,5
120,0,118,1,4962,21
132,0,131,1,4405,17
109,0,114,0,4407,17
120,0,109,1,8499,11
102,0,122,1,7278,19
102,0,125,0,5136,21
92,0,121,1,5670,20
102,0,130,0,4964,21
132,1,130,0,3272,14
131,0,114,1,7894,13
132,0,131,0,6826,8
102,0,124,0,7895,13
102,0,127,0,3436,14
153,0,128,1,6827,8
92,0,127,1,4965,21
82,0,128,1,181,15
122,0,127,1,2106,12
92,0,127,0,7348,19
98,1,111,1,2107,12
98,0,114,1,6828,8
98,0,115,1,11411,2
92,0,130,0,3464,14
102,0,123,1,7065,19
120,0,116,1,4408,17
109,0,109,0,10515,10
92,0,130,1,174,15
102,1,129,1,3802,7
98,0,109,0,9520,1
163,0,131,0,2758,4
122,0,128,1,9012,6
120,0,114,1,10516,10
109,0,108,0,2108,12
120,0,109,0,3949,7
92,0,120,0,5520,20
87,0,109,0,10518,10
92,0,125,0,1264,16
98,0,108,0,2066,12
122,0,129,0,8500,11
109,0,112,1,10519,10
112,0,124,0,182,15
112,1,120,0,6829,8
109,0,115,1,1265,16
112,1,129,1,2759,4
92,1,125,1,4966,21
122,0,130,1,9348,1
120,0,110,1,10520,10
102,0,125,0,609,5
98,0,108,0,6322,3
109,0,110,1,610,5
102,0,128,1,3645,14
109,1,116,0,611,5
102,0,125,1,11601,2
77,0,113,0,478,10
87,0,108,1,2760,4
132,0,129,0,9013,6
122,0,127,1,612,5
142,0,110,1,4967,21
102,0,121,0,7284,19
112,0,121,0,6323,3
98,0,109,0,2761,4
92,0,129,0,9521,1
131,0,115,1,1266,16
120,0,118,1,6830,8
142,0,121,1,614,5
120,0,118,0,9522,1
112,0,125,0,9948,9
102,0,121,0,4968,21
122,0,120,0,6831,8
122,0,126,0,2763,4
109,0,111,1,8526,11
112,1,131,1,11598,2
87,0,118,1,7350,19
98,0,114,0,11094,18
82,0,125,1,8502,11
92,0,124,1,4970,22
98,0,116,0,10521,10
112,0,129,0,6833,8
102,0,127,1,183,15
92,0,128,1,9523,1
131,1,118,1,1267,16
102,0,129,1,4971,21
102,0,123,0,6324,3
92,0,122,0,10522,10
102,0,123,1,6325,3
82,0,124,0,7896,13
87,0,118,1,8504,11
109,0,119,0,5844,20
109,0,116,0,5672,20
112,0,128,0,3755,14
122,1,122,0,2764,4
92,0,124,0,8505,11
92,0,121,0,9524,1
109,0,114,1,3467,14
72,1,123,0,8506,11
120,0,116,1,1102,16
98,0,111,0,6834,8
109,1,111,0,9949,9
98,0,108,1,9950,9
102,0,129,1,10198,10
87,0,120,0,2766,4
112,NA,129,1,9014,6
122,0,126,1,11599,2
112,0,131,1,4409,17
142,0,122,0,4410,17
109,0,118,0,4411,17
112,0,120,1,2109,12
102,0,122,1,1268,16
98,0,115,1,6326,3
142,0,109,0,1269,16
102,0,128,0,4412,17
87,0,116,0,7897,13
142,0,127,1,3950,7
132,0,120,0,811,5
82,0,120,0,9525,1
NA,0,131,1,617,5
98,0,109,0,7898,13
109,0,119,1,2110,12
120,0,118,1,9526,1
82,0,125,1,9528,1
109,0,108,1,11095,18
82,1,122,1,2767,4
120,0,112,0,10880,10
98,0,114,0,5674,20
109,0,130,0,4818,21
82,0,122,0,2768,4
102,0,125,1,11601,2
72,0,131,0,2111,12
131,0,109,1,11773,2
31,0,127,1,4972,21
142,0,124,0,3952,7
120,NA,125,1,6327,3
98,0,117,0,3951,7
92,1,126,0,2769,4
98,0,111,0,1270,16
NA,0,123,0,7951,13
102,0,119,1,3468,14
109,0,110,1,1271,16
102,0,123,1,11602,2
87,0,111,1,6328,3
109,0,119,1,6329,3
109,0,108,0,9529,1
109,0,115,0,11833,2
92,0,131,0,4121,7
87,0,118,1,9951,9
112,0,120,0,5676,20
98,0,115,0,10524,10
109,0,115,1,3469,14
102,0,122,0,11722,2
112,0,126,0,10525,10
92,1,123,1,8542,11
87,0,109,1,6330,3
120,0,110,1,10526,10
112,0,124,1,3470,14
131,0,114,0,3758,14
109,0,108,1,4235,17
82,0,130,0,2113,12
87,0,119,1,7351,19
142,0,123,0,7900,13
102,0,124,0,1272,16
109,1,111,1,7353,19
120,1,111,1,410,15
142,0,128,0,1011,16
131,0,123,0,6080,3
98,0,115,1,3954,7
102,0,123,0,4973,21
109,0,117,1,5159,21
153,0,113,0,3472,14
109,0,117,0,7901,13
98,0,108,0,10527,10
82,0,130,1,9531,1
102,1,125,1,6835,8
82,1,130,1,185,15
92,NA,122,0,10528,10
98,0,115,0,11625,2
109,0,117,1,7902,13
122,0,126,0,7355,19
102,0,130,1,7356,19
98,0,119,1,1273,16
120,0,108,0,11606,2
98,0,112,0,3955,7
82,0,129,0,9015,6
153,0,107,1,4974,21
98,0,116,1,1274,16
120,1,114,1,10529,10
92,0,129,0,186,15
92,0,124,0,9952,9
120,0,115,0,5710,20
87,1,108,1,6836,8
131,0,115,0,3474,14
87,0,114,1,1275,16
102,0,130,1,10530,10
109,0,115,0,4975,21
98,0,110,1,2770,4
142,0,116,1,3559,14
87,1,113,0,2048,12
92,0,123,1,4413,17
132,0,121,0,9016,6
120,0,113,0,11607,2
92,0,124,1,618,5
98,0,108,1,1276,16
109,NA,114,1,7903,13
92,0,122,1,9953,9
142,0,130,0,6837,8
92,NA,122,1,2114,12
92,0,128,0,9532,1
120,0,116,0,9017,6
132,1,128,1,4976,22
109,0,118,1,10531,10
122,1,125,1,1277,16
109,1,111,0,619,5
92,0,128,1,2771,4
109,0,118,1,1278,16
109,0,108,0,3477,14
112,0,131,1,11579,2
109,0,114,0,9018,6
131,0,119,1,6838,8
122,0,122,1,2115,12
77,0,109,1,187,15
109,1,108,0,620,5
77,0,118,0,2111,12
109,0,109,1,7601,13
109,0,109,0,621,5
109,0,108,1,4414,17
102,0,129,0,3478,14
120,0,113,0,5678,20
109,0,112,1,8508,11
96,0,132,1,1279,16
87,0,118,1,188,15
118,0,107,1,6331,3
132,0,121,0,4415,17
98,0,113,0,3480,14
131,0,111,0,9019,6
98,0,112,1,11677,2
112,0,123,1,9636,1
87,0,115,0,4977,21
112,0,129,0,7904,13
109,0,111,1,3481,14
98,0,108,1,9022,6
102,0,130,1,3558,14
112,1,125,1,9023,6
112,1,122,0,11853,2
142,0,125,0,1289,16
102,0,122,0,6340,3
153,0,112,1,1281,16
77,0,109,1,6839,8
87,0,111,0,1282,16
109,0,114,1,2772,4
87,0,108,0,10532,10
131,0,114,1,11609,2
120,0,110,1,4978,21
87,0,116,0,5826,20
92,0,129,0,3234,14
102,0,128,0,6840,8
120,0,111,0,1284,16
98,0,112,0,1290,16
87,0,108,0,6339,3
98,0,108,0,7905,13
132,0,125,0,1285,16
120,0,114,0,6845,8
112,0,121,0,7118,19
142,0,115,1,1292,16
122,0,120,1,3956,7
87,0,112,1,2116,12
109,0,108,0,7906,13
98,0,114,1,6018,20
102,0,121,1,6842,8
109,0,110,1,4979,21
